Extremadura,Cáceres,Valle del Jerte,Tornavacas,1144,40.2540625,-5.6898468
Extremadura,Cáceres,Tierra de Trujillo,Torrecillas de la Tiesa,1134,39.5681426,-5.7444638
Extremadura,Cáceres,Vegas del Alagón,Torrejoncillo,3184,39.8984744,-6.470117
Extremadura,Cáceres,Montánchez,Torreorgaz,1695,39.3822211,-6.2495425
Extremadura,Cáceres,Tierra de Trujillo,Trujillo,9510,39.45953799999999,-5.880235700000001
Extremadura,Cáceres,Montánchez,Valdefuentes,1293,39.2751401,-6.1248675
Extremadura,Cáceres,Sierra de San Pedro,Valencia de Alcántara,5699,39.41250429999999,-7.242901400000001
Extremadura,Cáceres,Sierra de Gata,Valverde del Fresno,2422,40.2206497,-6.8793335
Extremadura,Cáceres,La Vera,Villanueva de la Vera,2122,40.1298542,-5.4627097
Extremadura,Cáceres,Tierras de Granadilla,Zarza de Granadilla,1843,40.2369411,-6.0475102
Extremadura,Cáceres,Vegas del Alagón,Zarza la Mayor,1359,39.8771013,-6.863245099999999
Extremadura,Cáceres,Miajadas,Zorita,1502,39.28636849999999,-5.6997136
Extremadura,Cáceres,Aranuelo,Rosalejo,1495,39.99525879999999,-5.4581235
Andalucía,Cádiz,La Janda,Alcalá de los Gazules,5326,36.4617479,-5.7245344
Andalucía,Cádiz,Sierra de Cádiz,Alcalá del Valle,5224,36.9055622,-5.172534499999999
Andalucía,Cádiz,Sierra de Cádiz,Algar,1448,36.6585879,-5.6546388
Andalucía,Cádiz,Sierra de Cádiz,Algodonales,5649,36.8812379,-5.4031177
Andalucía,Cádiz,Sierra de Cádiz,Bornos,7934,36.8159238,-5.7433562
Andalucía,Cádiz,Sierra de Cádiz,El Bosque,2067,36.75800419999999,-5.5061788
Andalucía,Cádiz,Campo de Gibraltar,Castellar de la Frontera,3045,36.2853497,-5.420280399999999
Andalucía,Cádiz,Sierra de Cádiz,Espera,3915,36.872392,-5.8044027
Andalucía,Cádiz,Sierra de Cádiz,El Gastor,1809,36.856029,-5.322667699999999
Andalucía,Cádiz,Sierra de Cádiz,Grazalema,2165,36.7586748,-5.3684385
Andalucía,Cádiz,Campo de Gibraltar,Jimena de la Frontera,9772,36.431902,-5.4509174
Andalucía,Cádiz,Sierra de Cádiz,Olvera,8289,36.9352388,-5.259955499999999
Andalucía,Cádiz,La Janda,Paterna de Rivera,5585,36.5234413,-5.8657211
Andalucía,Cádiz,Sierra de Cádiz,Prado del Rey,5819,36.78825760000001,-5.5577902
Andalucía,Cádiz,Sierra de Cádiz,Puerto Serrano,7145,36.9230994,-5.5420421
Andalucía,Cádiz,Sierra de Cádiz,Setenil de las Bodegas,2845,36.8624263,-5.1764469
Andalucía,Cádiz,Costa Noroeste,Trebujena,7072,36.8704663,-6.175237699999999
Andalucía,Cádiz,Sierra de Cádiz,Zahara,1436,36.8394942,-5.3919919
Andalucía,Cádiz,La Janda,Benalup-Casas Viejas,7000,36.3431854,-5.8166423
Andalucía,Cádiz,Campiña de Jerez,San José del Valle,4427,36.6060308,-5.801025399999999
Comunidad Valenciana,Castellón,Alcalatén,Atzeneta del Maestrat,1307,40.2163493,-0.1708686
Comunidad Valenciana,Castellón,Alt Maestrat,Albocàsser,1334,40.356701,0.0250705
Comunidad Valenciana,Castellón,Baix Maestrat,Alcalà de Xivert,7255,40.3059644,0.2265823
Comunidad Valenciana,Castellón,Plana Baixa,Almenara,6031,39.753449,-0.2232937
Comunidad Valenciana,Castellón,Alto Palancia,Altura,3647,39.8507919,-0.5129437
Comunidad Valenciana,Castellón,Plana Baixa,Artana,1992,39.8904109,-0.2567233
Comunidad Valenciana,Castellón,Plana Baixa,Betxí,5763,39.9271423,-0.1986798
Comunidad Valenciana,Castellón,Alt Maestrat,Benasal,1150,40.3797068,-0.141951
Comunidad Valenciana,Castellón,Plana Alta,Benlloch,1119,40.2105043,0.0268202
Comunidad Valenciana,Castellón,Plana Alta,Borriol,5176,40.0414979,-0.071173
Comunidad Valenciana,Castellón,Plana Alta,Cabanes,2939,40.1552893,0.0444625
Comunidad Valenciana,Castellón,Baix Maestrat,Càlig,2049,40.46184909999999,0.3550837
Comunidad Valenciana,Castellón,Alto Palancia,Castellnovo,1003,39.8615122,-0.4579028
Comunidad Valenciana,Castellón,Plana Alta,Les Coves de Vinromà,1870,40.3100766,0.1202541
Comunidad Valenciana,Castellón,Plana Baixa,Chilches,2752,39.7821299,-0.187548
Comunidad Valenciana,Castellón,Alto Palancia,Jérica,1599,39.9117766,-0.5718884
Comunidad Valenciana,Castellón,Alcalatén,Lucena del Cid,1385,40.13688459999999,-0.281068
Comunidad Valenciana,Castellón,Plana Baixa,Moncofa,6256,39.8088264,-0.1470569
