Cáceres,Tornavacas,1144
Cáceres,Torrecillas de la Tiesa,1134
Cáceres,Torrejoncillo,3184
Cáceres,Torreorgaz,1695
Cáceres,Trujillo,9510
Cáceres,Valdefuentes,1293
Cáceres,Valencia de Alcántara,5699
Cáceres,Valverde del Fresno,2422
Cáceres,Villanueva de la Vera,2122
Cáceres,Zarza de Granadilla,1843
Cáceres,Zarza la Mayor,1359
Cáceres,Zorita,1502
Cáceres,Rosalejo,1495
Cádiz,Alcalá de los Gazules,5326
Cádiz,Alcalá del Valle,5224
Cádiz,Algar,1448
Cádiz,Algodonales,5649
Cádiz,Bornos,7934
Cádiz,El Bosque,2067
Cádiz,Castellar de la Frontera,3045
Cádiz,Espera,3915
Cádiz,El Gastor,1809
Cádiz,Grazalema,2165
Cádiz,Jimena de la Frontera,9772
Cádiz,Olvera,8289
Cádiz,Paterna de Rivera,5585
Cádiz,Prado del Rey,5819
Cádiz,Puerto Serrano,7145
Cádiz,Setenil de las Bodegas,2845
Cádiz,Trebujena,7072
Cádiz,Zahara,1436
Cádiz,Benalup-Casas Viejas,7000
Cádiz,San José del Valle,4427
Castellón,Atzeneta del Maestrat,1307
Castellón,Albocàsser,1334
Castellón,Alcalà de Xivert,7255
Castellón,Almenara,6031
Castellón,Altura,3647
Castellón,Artana,1992
Castellón,Betxí,5763
Castellón,Benasal,1150
Castellón,Benlloch,1119
Castellón,Borriol,5176
Castellón,Cabanes,2939
Castellón,Càlig,2049
Castellón,Castellnovo,1003
Castellón,Les Coves de Vinromà,1870
Castellón,Chilches,2752
Castellón,Jérica,1599
Castellón,Lucena del Cid,1385
Castellón,Moncofa,6256
Castellón,Morella,2575
Castellón,Oropesa del Mar,9493
Castellón,Peníscola,7444
Castellón,La Pobla Tornesa,1191
Castellón,Ribesalbes,1233
Castellón,Rossell,1020
Castellón,Sant Jordi,1020
Castellón,Sant Mateu,1995
Castellón,Segorbe,9073
Castellón,Sierra Engarcerán,1018
Castellón,Soneja,1476
Castellón,Torreblanca,5413
Castellón,Traiguera,1534
Castellón,Useras,1014
Castellón,Vall d'Alba,2844
Castellón,Vilafamés,1867
Castellón,Villafranca del Cid,2295
Castellón,la Vilavella,3253
Barcelona,Arenys de Munt,8736
Barcelona,Artés,5665
Barcelona,Avià,2225
Barcelona,Avinyó,2248
Barcelona,Avinyonet del Penedès,1652
Barcelona,Aiguafreda,2465
Barcelona,Bagà,2188
Barcelona,Balenyà,3711
Barcelona,Balsareny,3324
Barcelona,Begues,6670
Barcelona,Bigues i Riells,8858
Barcelona,El Bruc,2032
Barcelona,Cabrera d'Anoia,1348
Barcelona,Cabrera de Mar,4522
Barcelona,Cabrils,7250
Barcelona,Calaf,3426
Barcelona,Caldes d'Estrac,2717
Barcelona,Calldetenes,2427
Barcelona,Callús,2024
Barcelona,Cànoves i Samalús,2897
Barcelona,Canyelles,4375
Barcelona,Capellades,5268
Barcelona,Cardona,4898
Barcelona,Casserres,1541
Barcelona,Castellbell i el Vilar,3566
Barcelona,Castellet i la Gornal,2212
Barcelona,Castellgalí,1996
Barcelona,Castellnou de Bages,1266
Barcelona,Castellterçol,2368
Barcelona,Castellví de la Marca,1540
Barcelona,Castellví de Rosanes,1771
Barcelona,Centelles,7372
